-24.89994997 -0.00109196 -0.00001808 	-24.89994997 -0.00036049 -0.00000518	-24.89994997 -0.00058382 -0.00000912 	-24.89994997 -0.00162818 -0.00002756 
  2.53876938  0.00412360 -0.00010799 	  2.53876938  0.00081660 -0.00004341	  2.53876938  0.00182550 -0.00006314 	  2.53876938  0.00654352 -0.00015542 
  2.56378189  0.00411466 -0.00010702 	  2.56378189  0.00081301 -0.00004306	  2.56378189  0.00182028 -0.00006260 	  2.56378189  0.00653068 -0.00015398 
  2.58879440  0.00410581 -0.00010605 	  2.58879440  0.00080944 -0.00004271	  2.58879440  0.00181510 -0.00006206 	  2.58879440  0.00651794 -0.00015256 
  2.61380690  0.00409705 -0.00010509 	  2.61380690  0.00080593 -0.00004238	  2.61380690  0.00180998 -0.00006154 	  2.61380690  0.00650532 -0.00015112 
  2.63881941  0.00408835 -0.00010412 	  2.63881941  0.00080244 -0.00004208	  2.63881941  0.00180490 -0.00006104 	  2.63881941  0.00649280 -0.00014970 
  2.66383192  0.00407974 -0.00010319 	  2.66383192  0.00079894 -0.00004175	  2.66383192  0.00179984 -0.00006052 	  2.66383192  0.00648044 -0.00014830 
  2.68884442  0.00407120 -0.00010225 	  2.68884442  0.00079550 -0.00004141	  2.68884442  0.00179484 -0.00006000 	  2.68884442  0.00646816 -0.00014692 
  2.71385693  0.00406275 -0.00010131 	  2.71385693  0.00079207 -0.00004113	  2.71385693  0.00178988 -0.00005952 	  2.71385693  0.00645602 -0.00014554 
  2.73886943  0.00405436 -0.00010040 	  2.73886943  0.00078867 -0.00004081	  2.73886943  0.00178496 -0.00005902 	  2.73886943  0.00644398 -0.00014416 
  2.76388194  0.00404605 -0.00009948 	  2.76388194  0.00078530 -0.00004050	  2.76388194  0.00178008 -0.00005852 	  2.76388194  0.00643206 -0.00014280 
  2.78889445  0.00403784 -0.00009857 	  2.78889445  0.00078196 -0.00004021	  2.78889445  0.00177524 -0.00005804 	  2.78889445  0.00642022 -0.00014144 
  2.81390695  0.00402968 -0.00009767 	  2.81390695  0.00077863 -0.00003989	  2.81390695  0.00177044 -0.00005754 	  2.81390695  0.00640852 -0.00014010 
  2.83891946  0.00402160 -0.00009677 	  2.83891946  0.00077533 -0.00003961	  2.83891946  0.00176568 -0.00005708 	  2.83891946  0.00639694 -0.00013876 
  2.86393197  0.00401359 -0.00009589 	  2.86393197  0.00077203 -0.00003931	  2.86393197  0.00176094 -0.00005660 	  2.86393197  0.00638546 -0.00013744 
  2.88894447  0.00400567 -0.00009500 	  2.88894447  0.00076880 -0.00003904	  2.88894447  0.00175628 -0.00005614 	  2.88894447  0.00637410 -0.00013612 
  2.91395698  0.00399780 -0.00009413 	  2.91395698  0.00076558 -0.00003876	  2.91395698  0.00175164 -0.00005568 	  2.91395698  0.00636284 -0.00013480 
  2.93896948  0.00399002 -0.00009325 	  2.93896948  0.00076236 -0.00003848	  2.93896948  0.00174702 -0.00005522 	  2.93896948  0.00635168 -0.00013348 
  2.96398199  0.00398231 -0.00009240 	  2.96398199  0.00075918 -0.00003822	  2.96398199  0.00174246 -0.00005478 	  2.96398199  0.00634064 -0.00013220 
  2.98899450  0.00397467 -0.00009153 	  2.98899450  0.00075601 -0.00003794	  2.98899450  0.00173792 -0.00005432 	  2.98899450  0.00632972 -0.00013090 
  3.01400700  0.00396710 -0.00009068 	  3.01400700  0.00075289 -0.00003766	  3.01400700  0.00173344 -0.00005386 	  3.01400700  0.00631888 -0.00012964 
  3.03901951  0.00395959 -0.00008984 	  3.03901951  0.00074977 -0.00003739	  3.03901951  0.00172898 -0.00005342 	  3.03901951  0.00630816 -0.00012836 
  3.06403202  0.00395216 -0.00008899 	  3.06403202  0.00074667 -0.00003713	  3.06403202  0.00172456 -0.00005298 	  3.06403202  0.00629754 -0.00012710 
  3.08904452  0.00394480 -0.00008816 	  3.08904452  0.00074361 -0.00003689	  3.08904452  0.00172018 -0.00005256 	  3.08904452  0.00628702 -0.00012584 
  3.11405703  0.00393750 -0.00008733 	  3.11405703  0.00074054 -0.00003662	  3.11405703  0.00171582 -0.00005212 	  3.11405703  0.00627662 -0.00012460 
  3.13906953  0.00393026 -0.00008651 	  3.13906953  0.00073750 -0.00003638	  3.13906953  0.00171150 -0.00005170 	  3.13906953  0.00626632 -0.00012336 
  3.16408204  0.00392312 -0.00008569 	  3.16408204  0.00073451 -0.00003614	  3.16408204  0.00170724 -0.00005128 	  3.16408204  0.00625612 -0.00012210 
  3.18909455  0.00391602 -0.00008488 	  3.18909455  0.00073150 -0.00003589	  3.18909455  0.00170298 -0.00005086 	  3.18909455  0.00624600 -0.00012088 
  3.21410705  0.00390900 -0.00008406 	  3.21410705  0.00072854 -0.00003564	  3.21410705  0.00169878 -0.00005044 	  3.21410705  0.00623600 -0.00011966 
  3.23911956  0.00390205 -0.00008328 	  3.23911956  0.00072558 -0.00003538	  3.23911956  0.00169460 -0.00005002 	  3.23911956  0.00622610 -0.00011846 
  3.26413207  0.00389516 -0.00008247 	  3.26413207  0.00072265 -0.00003516	  3.26413207  0.00169046 -0.00004962 	  3.26413207  0.00621630 -0.00011724 
  3.28914457  0.00388834 -0.00008168 	  3.28914457  0.00071975 -0.00003491	  3.28914457  0.00168636 -0.00004920 	  3.28914457  0.00620662 -0.00011604 
  3.31415708  0.00388158 -0.00008090 	  3.31415708  0.00071687 -0.00003470	  3.31415708  0.00168230 -0.00004882 	  3.31415708  0.00619702 -0.00011484 
  3.33916958  0.00387489 -0.00008011 	  3.33916958  0.00071398 -0.00003447	  3.33916958  0.00167824 -0.00004842 	  3.33916958  0.00618750 -0.00011366 
  3.36418209  0.00386826 -0.00007933 	  3.36418209  0.00071113 -0.00003424	  3.36418209  0.00167424 -0.00004802 	  3.36418209  0.00617810 -0.00011248 
  3.38919460  0.00386169 -0.00007856 	  3.38919460  0.00070829 -0.00003400	  3.38919460  0.00167026 -0.00004762 	  3.38919460  0.00616880 -0.00011130 
  3.41420710  0.00385519 -0.00007778 	  3.41420710  0.00070548 -0.00003379	  3.41420710  0.00166632 -0.00004724 	  3.41420710  0.00615960 -0.00011014 
  3.43921961  0.00384875 -0.00007702 	  3.43921961  0.00070267 -0.00003356	  3.43921961  0.00166240 -0.00004684 	  3.43921961  0.00615048 -0.00010896 
  3.46423212  0.00384238 -0.00007626 	  3.46423212  0.00069989 -0.00003334	  3.46423212  0.00165852 -0.00004646 	  3.46423212  0.00614146 -0.00010782 
  3.48924462  0.00383606 -0.00007550 	  3.48924462  0.00069716 -0.00003313	  3.48924462  0.00165470 -0.00004608 	  3.48924462  0.00613254 -0.00010666 
  3.51425713  0.00382983 -0.00007475 	  3.51425713  0.00069441 -0.00003294	  3.51425713  0.00165088 -0.00004572 	  3.51425713  0.00612372 -0.00010550 
  3.53926963  0.00382364 -0.00007400 	  3.53926963  0.00069168 -0.00003269	  3.53926963  0.00164710 -0.00004532 	  3.53926963  0.00611500 -0.00010436 
  3.56428214  0.00381752 -0.00007326 	  3.56428214  0.00068897 -0.00003253	  3.56428214  0.00164334 -0.00004498 	  3.56428214  0.00610636 -0.00010322 
  3.58929465  0.00381145 -0.00007252 	  3.58929465  0.00068625 -0.00003230	  3.58929465  0.00163960 -0.00004460 	  3.58929465  0.00609782 -0.00010210 
  3.61430715  0.00380545 -0.00007178 	  3.61430715  0.00068359 -0.00003211	  3.61430715  0.00163592 -0.00004424 	  3.61430715  0.00608938 -0.00010096 
  3.63931966  0.00379952 -0.00007105 	  3.63931966  0.00068094 -0.00003189	  3.63931966  0.00163226 -0.00004386 	  3.63931966  0.00608102 -0.00009984 
  3.66433217  0.00379364 -0.00007032 	  3.66433217  0.00067828 -0.00003169	  3.66433217  0.00162862 -0.00004350 	  3.66433217  0.00607276 -0.00009872 
  3.68934467  0.00378781 -0.00006959 	  3.68934467  0.00067568 -0.00003149	  3.68934467  0.00162504 -0.00004314 	  3.68934467  0.00606460 -0.00009762 
  3.71435718  0.00378205 -0.00006888 	  3.71435718  0.00067307 -0.00003129	  3.71435718  0.00162146 -0.00004278 	  3.71435718  0.00605652 -0.00009650 
  3.73936968  0.00377636 -0.00006816 	  3.73936968  0.00067048 -0.00003111	  3.73936968  0.00161792 -0.00004244 	  3.73936968  0.00604854 -0.00009542 
  3.76438219  0.00377072 -0.00006745 	  3.76438219  0.00066787 -0.00003091	  3.76438219  0.00161438 -0.00004208 	  3.76438219  0.00604064 -0.00009430 
  3.78939470  0.00376513 -0.00006672 	  3.78939470  0.00066531 -0.00003073	  3.78939470  0.00161090 -0.00004174 	  3.78939470  0.00603286 -0.00009322 
  3.81440720  0.00375962 -0.00006602 	  3.81440720  0.00066278 -0.00003055	  3.81440720  0.00160746 -0.00004140 	  3.81440720  0.00602514 -0.00009212 
  3.83941971  0.00375416 -0.00006531 	  3.83941971  0.00066024 -0.00003035	  3.83941971  0.00160402 -0.00004104 	  3.83941971  0.00601752 -0.00009102 
  3.86443222  0.00374875 -0.00006461 	  3.86443222  0.00065772 -0.00003017	  3.86443222  0.00160062 -0.00004070 	  3.86443222  0.00601000 -0.00008996 
  3.88944472  0.00374340 -0.00006391 	  3.88944472  0.00065523 -0.00002998	  3.88944472  0.00159726 -0.00004036 	  3.88944472  0.00600256 -0.00008888 
  3.91445723  0.00373812 -0.00006321 	  3.91445723  0.00065274 -0.00002980	  3.91445723  0.00159392 -0.00004002 	  3.91445723  0.00599522 -0.00008780 
  3.93946973  0.00373289 -0.00006252 	  3.93946973  0.00065027 -0.00002964	  3.93946973  0.00159060 -0.00003970 	  3.93946973  0.00598796 -0.00008674 
  3.96448224  0.00372772 -0.00006184 	  3.96448224  0.00064782 -0.00002946	  3.96448224  0.00158732 -0.00003936 	  3.96448224  0.00598078 -0.00008566 
  3.98949475  0.00372259 -0.00006114 	  3.98949475  0.00064538 -0.00002927	  3.98949475  0.00158406 -0.00003902 	  3.98949475  0.00597370 -0.00008460 
  4.01450725  0.00371755 -0.00006045 	  4.01450725  0.00064294 -0.00002909	  4.01450725  0.00158082 -0.00003868 	  4.01450725  0.00596670 -0.00008354 
  4.03951976  0.00371254 -0.00005978 	  4.03951976  0.00064053 -0.00002893	  4.03951976  0.00157762 -0.00003836 	  4.03951976  0.00595980 -0.00008248 
  4.06453227  0.00370760 -0.00005910 	  4.06453227  0.00063813 -0.00002876	  4.06453227  0.00157444 -0.00003804 	  4.06453227  0.00595298 -0.00008142 
  4.08954477  0.00370270 -0.00005842 	  4.08954477  0.00063574 -0.00002860	  4.08954477  0.00157128 -0.00003772 	  4.08954477  0.00594624 -0.00008036 
  4.11455728  0.00369788 -0.00005774 	  4.11455728  0.00063337 -0.00002844	  4.11455728  0.00156816 -0.00003740 	  4.11455728  0.00593960 -0.00007932 
  4.13956978  0.00369310 -0.00005707 	  4.13956978  0.00063101 -0.00002827	  4.13956978  0.00156506 -0.00003708 	  4.13956978  0.00593304 -0.00007828 
  4.16458229  0.00368838 -0.00005640 	  4.16458229  0.00062868 -0.00002810	  4.16458229  0.00156200 -0.00003676 	  4.16458229  0.00592656 -0.00007724 
  4.18959480  0.00368372 -0.00005573 	  4.18959480  0.00062633 -0.00002794	  4.18959480  0.00155894 -0.00003644 	  4.18959480  0.00592018 -0.00007620 
  4.21460730  0.00367911 -0.00005507 	  4.21460730  0.00062401 -0.00002780	  4.21460730  0.00155592 -0.00003614 	  4.21460730  0.00591388 -0.00007516 
  4.23961981  0.00367454 -0.00005439 	  4.23961981  0.00062173 -0.00002761	  4.23961981  0.00155294 -0.00003580 	  4.23961981  0.00590766 -0.00007412 
  4.26463232  0.00367006 -0.00005374 	  4.26463232  0.00061942 -0.00002746	  4.26463232  0.00154996 -0.00003550 	  4.26463232  0.00590154 -0.00007310 
  4.28964482  0.00366561 -0.00005308 	  4.28964482  0.00061714 -0.00002731	  4.28964482  0.00154702 -0.00003520 	  4.28964482  0.00589550 -0.00007208 
  4.31465733  0.00366121 -0.00005243 	  4.31465733  0.00061489 -0.00002715	  4.31465733  0.00154412 -0.00003488 	  4.31465733  0.00588954 -0.00007104 
  4.33966983  0.00365687 -0.00005176 	  4.33966983  0.00061263 -0.00002700	  4.33966983  0.00154122 -0.00003458 	  4.33966983  0.00588366 -0.00007002 
  4.36468234  0.00365260 -0.00005111 	  4.36468234  0.00061040 -0.00002686	  4.36468234  0.00153836 -0.00003428 	  4.36468234  0.00587788 -0.00006898 
  4.38969485  0.00364837 -0.00005045 	  4.38969485  0.00060819 -0.00002669	  4.38969485  0.00153554 -0.00003396 	  4.38969485  0.00587218 -0.00006796 
  4.41470735  0.00364420 -0.00004980 	  4.41470735  0.00060595 -0.00002656	  4.41470735  0.00153270 -0.00003368 	  4.41470735  0.00586656 -0.00006696 
  4.43971986  0.00364008 -0.00004914 	  4.43971986  0.00060376 -0.00002640	  4.43971986  0.00152992 -0.00003336 	  4.43971986  0.00586102 -0.00006592 
  4.46473237  0.00363601 -0.00004850 	  4.46473237  0.00060157 -0.00002627	  4.46473237  0.00152716 -0.00003308 	  4.46473237  0.00585558 -0.00006492 
  4.48974487  0.00363200 -0.00004785 	  4.48974487  0.00059939 -0.00002610	  4.48974487  0.00152442 -0.00003276 	  4.48974487  0.00585022 -0.00006392 
  4.51475738  0.00362803 -0.00004721 	  4.51475738  0.00059722 -0.00002597	  4.51475738  0.00152170 -0.00003248 	  4.51475738  0.00584494 -0.00006290 
  4.53976988  0.00362414 -0.00004657 	  4.53976988  0.00059508 -0.00002583	  4.53976988  0.00151902 -0.00003218 	  4.53976988  0.00583974 -0.00006188 
  4.56478239  0.00362029 -0.00004592 	  4.56478239  0.00059292 -0.00002568	  4.56478239  0.00151634 -0.00003188 	  4.56478239  0.00583462 -0.00006088 
  4.58979490  0.00361648 -0.00004528 	  4.58979490  0.00059081 -0.00002556	  4.58979490  0.00151372 -0.00003160 	  4.58979490  0.00582960 -0.00005986 
  4.61480740  0.00361275 -0.00004464 	  4.61480740  0.00058867 -0.00002538	  4.61480740  0.00151108 -0.00003128 	  4.61480740  0.00582464 -0.00005886 
  4.63981991  0.00360905 -0.00004401 	  4.63981991  0.00058657 -0.00002526	  4.63981991  0.00150850 -0.00003100 	  4.63981991  0.00581980 -0.00005786 
  4.66483242  0.00360541 -0.00004337 	  4.66483242  0.00058449 -0.00002511	  4.66483242  0.00150594 -0.00003070 	  4.66483242  0.00581500 -0.00005684 
  4.68984492  0.00360183 -0.00004273 	  4.68984492  0.00058238 -0.00002498	  4.68984492  0.00150338 -0.00003042 	  4.68984492  0.00581032 -0.00005584 
  4.71485743  0.00359831 -0.00004210 	  4.71485743  0.00058031 -0.00002486	  4.71485743  0.00150086 -0.00003014 	  4.71485743  0.00580570 -0.00005484 
  4.73986993  0.00359482 -0.00004146 	  4.73986993  0.00057827 -0.00002473	  4.73986993  0.00149838 -0.00002986 	  4.73986993  0.00580118 -0.00005386 
  4.76488244  0.00359138 -0.00004082 	  4.76488244  0.00057621 -0.00002458	  4.76488244  0.00149590 -0.00002956 	  4.76488244  0.00579672 -0.00005284 
  4.78989495  0.00358802 -0.00004019 	  4.78989495  0.00057415 -0.00002446	  4.78989495  0.00149344 -0.00002928 	  4.78989495  0.00579238 -0.00005184 
  4.81490745  0.00358470 -0.00003956 	  4.81490745  0.00057213 -0.00002433	  4.81490745  0.00149102 -0.00002900 	  4.81490745  0.00578810 -0.00005084 
  4.83991996  0.00358142 -0.00003892 	  4.83991996  0.00057012 -0.00002420	  4.83991996  0.00148862 -0.00002872 	  4.83991996  0.00578390 -0.00004984 
  4.86493247  0.00357821 -0.00003829 	  4.86493247  0.00056810 -0.00002405	  4.86493247  0.00148624 -0.00002842 	  4.86493247  0.00577980 -0.00004884 
  4.88994497  0.00357505 -0.00003767 	  4.88994497  0.00056611 -0.00002395	  4.88994497  0.00148388 -0.00002816 	  4.88994497  0.00577574 -0.00004784 
  4.91495748  0.00357193 -0.00003703 	  4.91495748  0.00056413 -0.00002380	  4.91495748  0.00148156 -0.00002786 	  4.91495748  0.00577182 -0.00004684 
  4.93996998  0.00356888 -0.00003641 	  4.93996998  0.00056217 -0.00002368	  4.93996998  0.00147926 -0.00002758 	  4.93996998  0.00576794 -0.00004584 
  4.96498249  0.00356586 -0.00003577 	  4.96498249  0.00056016 -0.00002355	  4.96498249  0.00147694 -0.00002730 	  4.96498249  0.00576416 -0.00004484 
  4.98999500  0.00356291 -0.00003514 	  4.98999500  0.00055823 -0.00002342	  4.98999500  0.00147470 -0.00002702 	  4.98999500  0.00576046 -0.00004384 
  5.01500750  0.00356000 -0.00003451 	  5.01500750  0.00055628 -0.00002332	  5.01500750  0.00147246 -0.00002676 	  5.01500750  0.00575686 -0.00004284 
  5.04002001  0.00355716 -0.00003388 	  5.04002001  0.00055435 -0.00002317	  5.04002001  0.00147024 -0.00002646 	  5.04002001  0.00575332 -0.00004184 
  5.06503252  0.00355435 -0.00003325 	  5.06503252  0.00055243 -0.00002307	  5.06503252  0.00146806 -0.00002620 	  5.06503252  0.00574988 -0.00004084 
  5.09004502  0.00355161 -0.00003262 	  5.09004502  0.00055049 -0.00002294	  5.09004502  0.00146586 -0.00002592 	  5.09004502  0.00574650 -0.00003984 
  5.11505753  0.00354892 -0.00003199 	  5.11505753  0.00054859 -0.00002282	  5.11505753  0.00146372 -0.00002564 	  5.11505753  0.00574324 -0.00003884 
  5.14007004  0.00354628 -0.00003137 	  5.14007004  0.00054670 -0.00002269	  5.14007004  0.00146160 -0.00002536 	  5.14007004  0.00574002 -0.00003784 
  5.16508254  0.00354369 -0.00003073 	  5.16508254  0.00054484 -0.00002257	  5.16508254  0.00145952 -0.00002508 	  5.16508254  0.00573690 -0.00003684 
  5.19009505  0.00354115 -0.00003010 	  5.19009505  0.00054294 -0.00002247	  5.19009505  0.00145742 -0.00002482 	  5.19009505  0.00573386 -0.00003582 
  5.21510755  0.00353867 -0.00002948 	  5.21510755  0.00054110 -0.00002237	  5.21510755  0.00145538 -0.00002456 	  5.21510755  0.00573092 -0.00003482 
  5.24012006  0.00353623 -0.00002884 	  5.24012006  0.00053923 -0.00002224	  5.24012006  0.00145334 -0.00002428 	  5.24012006  0.00572806 -0.00003382 
  5.26513257  0.00353385 -0.00002821 	  5.26513257  0.00053738 -0.00002211	  5.26513257  0.00145132 -0.00002400 	  5.26513257  0.00572528 -0.00003282 
  5.29014507  0.00353152 -0.00002758 	  5.29014507  0.00053555 -0.00002199	  5.29014507  0.00144934 -0.00002372 	  5.29014507  0.00572256 -0.00003180 
  5.31515758  0.00352925 -0.00002695 	  5.31515758  0.00053371 -0.00002189	  5.31515758  0.00144736 -0.00002346 	  5.31515758  0.00571996 -0.00003078 
  5.34017009  0.00352703 -0.00002631 	  5.34017009  0.00053189 -0.00002177	  5.34017009  0.00144542 -0.00002318 	  5.34017009  0.00571742 -0.00002976 
  5.36518259  0.00352485 -0.00002568 	  5.36518259  0.00053009 -0.00002165	  5.36518259  0.00144350 -0.00002290 	  5.36518259  0.00571498 -0.00002876 
  5.39019510  0.00352274 -0.00002504 	  5.39019510  0.00052828 -0.00002153	  5.39019510  0.00144160 -0.00002262 	  5.39019510  0.00571262 -0.00002774 
  5.41520760  0.00352067 -0.00002441 	  5.41520760  0.00052651 -0.00002145	  5.41520760  0.00143974 -0.00002238 	  5.41520760  0.00571034 -0.00002672 
  5.44022011  0.00351866 -0.00002378 	  5.44022011  0.00052473 -0.00002133	  5.44022011  0.00143788 -0.00002210 	  5.44022011  0.00570814 -0.00002572 
  5.46523262  0.00351670 -0.00002314 	  5.46523262  0.00052294 -0.00002121	  5.46523262  0.00143604 -0.00002182 	  5.46523262  0.00570604 -0.00002468 
  5.49024512  0.00351479 -0.00002250 	  5.49024512  0.00052119 -0.00002109	  5.49024512  0.00143424 -0.00002154 	  5.49024512  0.00570402 -0.00002366 
  5.51525763  0.00351294 -0.00002185 	  5.51525763  0.00051942 -0.00002099	  5.51525763  0.00143244 -0.00002128 	  5.51525763  0.00570206 -0.00002262 
  5.54027014  0.00351114 -0.00002122 	  5.54027014  0.00051770 -0.00002090	  5.54027014  0.00143070 -0.00002102 	  5.54027014  0.00570022 -0.00002160 
  5.56528264  0.00350939 -0.00002059 	  5.56528264  0.00051597 -0.00002078	  5.56528264  0.00142896 -0.00002074 	  5.56528264  0.00569846 -0.00002056 
  5.59029515  0.00350770 -0.00001994 	  5.59029515  0.00051424 -0.00002066	  5.59029515  0.00142724 -0.00002046 	  5.59029515  0.00569678 -0.00001954 
  5.61530765  0.00350605 -0.00001929 	  5.61530765  0.00051252 -0.00002056	  5.61530765  0.00142554 -0.00002020 	  5.61530765  0.00569516 -0.00001850 
  5.64032016  0.00350447 -0.00001864 	  5.64032016  0.00051083 -0.00002045	  5.64032016  0.00142388 -0.00001992 	  5.64032016  0.00569366 -0.00001746 
  5.66533267  0.00350293 -0.00001799 	  5.66533267  0.00050912 -0.00002035	  5.66533267  0.00142222 -0.00001966 	  5.66533267  0.00569224 -0.00001642 
  5.69034517  0.00350145 -0.00001735 	  5.69034517  0.00050741 -0.00002024	  5.69034517  0.00142058 -0.00001938 	  5.69034517  0.00569090 -0.00001538 
  5.71535768  0.00350003 -0.00001669 	  5.71535768  0.00050574 -0.00002012	  5.71535768  0.00141898 -0.00001910 	  5.71535768  0.00568964 -0.00001434 
  5.74037019  0.00349866 -0.00001604 	  5.74037019  0.00050407 -0.00002003	  5.74037019  0.00141740 -0.00001884 	  5.74037019  0.00568848 -0.00001328 
  5.76538269  0.00349734 -0.00001539 	  5.76538269  0.00050241 -0.00001992	  5.76538269  0.00141584 -0.00001856 	  5.76538269  0.00568740 -0.00001222 
  5.79039520  0.00349608 -0.00001474 	  5.79039520  0.00050075 -0.00001980	  5.79039520  0.00141430 -0.00001828 	  5.79039520  0.00568642 -0.00001116 
  5.81540770  0.00349487 -0.00001408 	  5.81540770  0.00049912 -0.00001971	  5.81540770  0.00141280 -0.00001802 	  5.81540770  0.00568550 -0.00001010 
  5.84042021  0.00349371 -0.00001342 	  5.84042021  0.00049745 -0.00001960	  5.84042021  0.00141128 -0.00001774 	  5.84042021  0.00568470 -0.00000904 
  5.86543272  0.00349262 -0.00001276 	  5.86543272  0.00049586 -0.00001949	  5.86543272  0.00140984 -0.00001746 	  5.86543272  0.00568398 -0.00000796 
  5.89044522  0.00349156 -0.00001208 	  5.89044522  0.00049422 -0.00001938	  5.89044522  0.00140838 -0.00001718 	  5.89044522  0.00568334 -0.00000688 
